Price,Close
Ticker,AAPL
2020-01-27,74.88040924072266
2020-01-28,76.99870300292969
2020-01-29,78.61048889160156
2020-01-30,78.49658203125
2020-01-31,75.0161361694336
2020-02-01,75.0161361694336
2020-02-02,75.0161361694336
2020-02-03,74.81011962890625
2020-02-04,77.27987670898438
2020-02-05,77.9100570678711
2020-02-06,78.82135009765625
2020-02-07,77.74996948242188
2020-02-08,77.74996948242188
2020-02-09,77.74996948242188
2020-02-10,78.1192398071289
2020-02-11,77.64791870117188
2020-02-12,79.49188232421875
2020-02-13,78.92582702636719
2020-02-14,78.94525146484375
2020-02-15,78.94525146484375
2020-02-16,78.94525146484375
2020-02-17,78.94525146484375
2020-02-18,77.49971008300781
2020-02-19,78.62214660644531
2020-02-20,77.8155517578125
2020-02-21,76.05418395996094
2020-02-22,76.05418395996094
2020-02-23,76.05418395996094
2020-02-24,72.44158172607422
2020-02-25,69.98783874511719
2020-02-26,71.09812927246094
2020-02-27,66.4505615234375
2020-02-28,66.41167449951172
2020-02-29,66.41167449951172
2020-03-01,66.41167449951172
2020-03-02,72.59464263916016
2020-03-03,70.28910827636719
2020-03-04,73.54942321777344
2020-03-05,71.16370391845703
2020-03-06,70.21864318847656
2020-03-07,70.21864318847656
2020-03-08,70.21864318847656
2020-03-09,64.6649169921875
2020-03-10,69.32218170166016
2020-03-11,66.91456604003906
2020-03-12,60.306453704833984
2020-03-13,67.53164672851562
2020-03-14,67.53164672851562
2020-03-15,67.53164672851562
2020-03-16,58.84391403198242
2020-03-17,61.43128967285156
2020-03-18,59.92744827270508
2020-03-19,59.46828842163086
2020-03-20,55.692909240722656
2020-03-21,55.692909240722656
2020-03-22,55.692909240722656
2020-03-23,54.50975799560547
2020-03-24,59.97846984863281
2020-03-25,59.6480598449707
2020-03-26,62.786930084228516
2020-03-27,60.18740463256836
2020-03-28,60.18740463256836
2020-03-29,60.18740463256836
2020-03-30,61.905029296875
2020-03-31,61.77869415283203
2020-04-01,58.52808380126953
2020-04-02,59.50473403930664
2020-04-03,58.64955139160156
2020-04-04,58.64955139160156
2020-04-05,58.64955139160156
2020-04-06,63.7659797668457
2020-04-07,63.027442932128906
2020-04-08,64.64058685302734
2020-04-09,65.1070556640625
2020-04-10,65.1070556640625
2020-04-11,65.1070556640625
2020-04-12,65.1070556640625
2020-04-13,66.38495635986328
2020-04-14,69.73759460449219
2020-04-15,69.10108184814453
2020-04-16,69.65013885498047
2020-04-17,68.70509338378906
2020-04-18,68.70509338378906
2020-04-19,68.70509338378906
2020-04-20,67.27899932861328
2020-04-21,65.19938659667969
2020-04-22,67.07734680175781
2020-04-23,66.81739807128906
2020-04-24,68.74639892578125
2020-04-25,68.74639892578125
2020-04-26,68.74639892578125
2020-04-27,68.79498291015625
2020-04-28,67.67986297607422
2020-04-29,69.90281677246094
2020-04-30,71.37747955322266
2020-05-01,70.2283706665039
2020-05-02,70.2283706665039
2020-05-03,70.2283706665039
2020-05-04,71.22200012207031
2020-05-05,72.29095458984375
2020-05-06,73.03680419921875
2020-05-07,73.79237365722656
2020-05-08,75.54875946044922
2020-05-09,75.54875946044922
2020-05-10,75.54875946044922
2020-05-11,76.737548828125
2020-05-12,75.86055755615234
2020-05-13,74.94461822509766
2020-05-14,75.40502166748047
2020-05-15,74.95922088623047
2020-05-16,74.95922088623047
2020-05-17,74.95922088623047
2020-05-18,76.72534942626953
2020-05-19,76.2820053100586
2020-05-20,77.76555633544922
2020-05-21,77.18576049804688
2020-05-22,77.6827163696289
2020-05-23,77.6827163696289
2020-05-24,77.6827163696289
2020-05-25,77.6827163696289
2020-05-26,77.15654754638672
2020-05-27,77.49270629882812
2020-05-28,77.52680969238281
2020-05-29,77.45128631591797
2020-05-30,77.45128631591797
2020-05-31,77.45128631591797
2020-06-01,78.4037857055664
2020-06-02,78.76675415039062
2020-06-03,79.20035552978516
2020-06-04,78.51829528808594
2020-06-05,80.75454711914062
2020-06-06,80.75454711914062
2020-06-07,80.75454711914062
2020-06-08,81.23200225830078
2020-06-09,83.79715728759766
2020-06-10,85.95307159423828
2020-06-11,81.82640838623047
2020-06-12,82.5328598022461
2020-06-13,82.5328598022461
2020-06-14,82.5328598022461
2020-06-15,83.55357360839844
2020-06-16,85.76791381835938
2020-06-17,85.64854431152344
2020-06-18,85.68265533447266
2020-06-19,85.19302368164062
2020-06-20,85.19302368164062
2020-06-21,85.19302368164062
2020-06-22,87.4219970703125
2020-06-23,89.28800201416016
2020-06-24,87.71186828613281
2020-06-25,88.87631225585938
2020-06-26,86.1455078125
2020-06-27,86.1455078125
2020-06-28,86.1455078125
2020-06-29,88.1308822631836
2020-06-30,88.86656951904297
2020-07-01,88.69845581054688
2020-07-02,88.69845581054688
2020-07-03,88.69845581054688
2020-07-04,88.69845581054688
2020-07-05,88.69845581054688
2020-07-06,91.0711669921875
2020-07-07,90.7885971069336
2020-07-08,92.90306854248047
2020-07-09,93.30257415771484
2020-07-10,93.46578216552734
2020-07-11,93.46578216552734
2020-07-12,93.46578216552734
2020-07-13,93.03462982177734
2020-07-14,94.57418823242188
2020-07-15,95.22461700439453
2020-07-16,94.05286407470703
2020-07-17,93.86286163330078
2020-07-18,93.86286163330078
2020-07-19,93.86286163330078
2020-07-20,95.84093475341797
2020-07-21,94.51815032958984
2020-07-22,94.78367614746094
2020-07-23,90.469482421875
2020-07-24,90.245361328125
2020-07-25,90.245361328125
2020-07-26,90.245361328125
2020-07-27,92.38420867919922
2020-07-28,90.86654663085938
2020-07-29,92.6082992553711
2020-07-30,93.72887420654297
2020-07-31,103.5412368774414
2020-08-01,103.5412368774414
2020-08-02,103.5412368774414
2020-08-03,106.15021514892578
2020-08-04,106.85911560058594
2020-08-05,107.24642944335938
2020-08-06,110.98818969726562
2020-08-07,108.46478271484375
2020-08-08,108.46478271484375
2020-08-09,108.46478271484375
2020-08-10,110.0412826538086
2020-08-11,106.76868438720703
2020-08-12,110.3170394897461
2020-08-13,112.2694091796875
2020-08-14,112.16934967041016
2020-08-15,112.16934967041016
2020-08-16,112.16934967041016
2020-08-17,111.87650299072266
2020-08-18,112.8087387084961
2020-08-19,112.95028686523438
2020-08-20,115.45661926269531
2020-08-21,121.40636444091797
2020-08-22,121.40636444091797
2020-08-23,121.40636444091797
2020-08-24,122.8584213256836
2020-08-25,121.85050964355469
2020-08-26,123.50759887695312
2020-08-27,122.0311279296875
2020-08-28,121.83345031738281
2020-08-29,121.83345031738281
2020-08-30,121.83345031738281
